鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註,編號
The villages and towns urban district,transaction sign,land sector position/building sector house number plate,land shifting total area (square meter),the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year, month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price (Yuan),the unit price (a Yuan/square meter),the berth category,berth shifting total area (square meter),the berth total price (Yuan),the note,serial number
五結鄉,房地(土地+建物),宜蘭縣五結鄉舊街二路121~150號,420.63,住,,,1070504,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,1070330,399.99,4,2,5,有,無,23000000,57501,,0.0,0,,RPWNMLKLOHNFFAG78EA
員山鄉,房地(土地+建物),宜蘭縣員山鄉深洲一路61~90號,90.75,,特定農業區,甲種建築用地,1051128,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1070212,172.1,4,2,5,有,無,8300000,48228,,0.0,0,,RPSNMLLLNHNFFBG48EA
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉德陽路247巷1~30號,9.73,住,,,1070509,土地1建物1車位0,四層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850717,55.89,1,1,1,有,有,3680000,65844,,0.0,0,,RPVOMLMLNHNFFBG98EA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市陽明二路121~150號,10.86,商,,,1070430,土地1建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811017,96.62,3,2,2,有,有,979930,10143,坡道平面,0.0,0,二親等買賣,RPPPMLMLNHNFFBG48EA
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉龍潭路568巷1~30號,43.88,住,,,1050906,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070208,92.35,2,2,2,有,有,4880000,52842,,0.0,0,,RPSNMLMKOHNFFBG38CA
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市女中路三段607巷1~30號,135.45,住,,,1070413,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1021031,266.58,4,2,5,有,無,15200000,57019,,0.0,0,增建範圍: 一樓空地及陽台外推,RPQNMLKMNHNFFBG08CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市自強路91~120號,27.0,住,,,1070424,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810215,184.44,3,2,2,有,有,7000000,37955,坡道平面,0.0,0,,RPVOMLLMNHNFFBG78CA
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉龍潭路568巷1~30號,43.88,住,,,1050906,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070208,92.35,2,2,2,有,有,4880000,52842,,0.0,0,,RPQOMLPLNHNFFBG58CA
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市嵐峰路三段102巷1~30號,24.36,住,,,1070321,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840911,86.58999999999999,3,2,2,有,有,3150000,36378,,0.0,0,,RPUOMLOLNHNFFBG88CA
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉柯林一路20巷1~30號,1100.28,,特定農業區,農牧用地,1070508,土地1建物2車位0,一層，二層,二層,農舍,農舍,鋼筋混凝土造,1000120,264.3,4,2,5,有,無,20000000,,,0.0,0,地上有一梀農舍及一棟農業資材室,RPQOMLQJOHNFFAG48CA
五結鄉,土地,中福段931~960地號,2681.0,工,,,1070301,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,47000000,17531,,0.0,0,,RPRQMLKMNHNFFAG38CA
五結鄉,房地(土地+建物),宜蘭縣五結鄉三興路181~210號,378.0,農,,,1070430,土地1建物1車位0,一層，二層，三層，四層，見其他登記事項,四層,農舍,農舍,見其他登記事項,1000531,209.86,5,2,5,有,無,13500000,,,0.0,0,,RPXNMLLMNHNFFAG78CA
冬山鄉,土地,梅花段421~450地號,10.1,,特定農業區,農牧用地,1070412,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,115900,11475,,0.0,0,,RPSNMLSLNHNFFAG88CA
五結鄉,房地(土地+建物),宜蘭縣五結鄉福和二路118巷31~60號,196.08,,特定農業區,農牧用地,1070401,土地3建物1車位0,全,三層,透天厝,住家用,見其他登記事項,1031210,196.13,5,2,5,有,無,10500000,53536,,0.0,0,,RPPOMLTLNHNFFAG78CA
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉龍祥十路1~30號,6612.0,,工業區,丁種建築用地,1030808,土地1建物1車位0,一層，二層，三層,三層,工廠,見其他登記事項,鋼筋混凝土造,0851014,559.88,0,0,0,無,無,56000000,,,0.0,0,"買賣總價不包含雙方協議，買方應支付土地增值稅2,742,659元。",RPPOMLOLNHNFFAG28CA
五結鄉,土地,中里段691~720地號,169.08,農,,,1070501,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1135880,6718,,0.0,0,"1.協議價格。2.本案有地上物補償金新台幣338,160元正。",RPROMLNLNHNFFAG38CA
冬山鄉,土地,東興段451~480地號,139.0,,工業區,丁種建築用地,1070425,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1700000,12230,,0.0,0,,RPUNMLNLNHNFFAG58CA
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉大埤二路61~90號,117.48,其他,,,1070416,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0711130,114.6,3,2,2,有,無,3500000,30541,,0.0,0,親友關係間之交易。,RPWNMLNLNHNFFAG78CA
五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉文昌路5巷1~30號,88.63,住,,,1070509,土地3建物1車位1,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1030605,285.33000000000004,5,2,5,有,無,12800000,44860,坡道平面,27.23,0,,RPXNMLNLNHNFFAG88CA
冬山鄉,土地,柯林三段181~210地號,177.69,,特定農業區,甲種建築用地,1070516,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3300000,18572,,0.0,0,本買賣含未保存建物一棟，建物權利範圍1/5,RPUNMLOLNHNFFAG68CA
南澳鄉,土地,南澳一段361~390地號,272.44,住,,,1070429,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,3671,,0.0,0,,RPSOMLOLNHNFFAG58CA
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮中正北路31~60號,5.25,商,,,1070510,土地1建物1車位0,四層,十層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0861211,42.33,1,1,1,有,無,2400000,56697,,0.0,0,,RPVOMLOLNHNFFAG88CA
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮公正路541~570號,3.97,住,,,1070421,土地1建物1車位0,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850827,48.730000000000004,0,0,1,無,無,2450000,50277,,0.0,0,,RPWOMLOLNHNFFAG98CA
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮北成路二段136巷2弄31~60號,1085.61,,山坡地保育區,農牧用地,1070119,土地4建物1車位0,一層，二層，三層，四層，五層,五層,農舍,農舍,鋼筋混凝土造,0961231,189.63,5,2,4,有,無,12000000,,,0.0,0,,RPUOMLTLNHNFFAG66CA
五結鄉,土地,福興段271~300地號,281.1,,特定農業區,農牧用地,1070503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1700000,6048,,0.0,0,,RPUNMLPLNHNFFAG78CA
三星鄉,房地(土地+建物),宜蘭縣三星鄉上將路五段211~240號,233.39,,特定農業區,甲種建築用地,1070421,土地2建物1車位0,全,三層,透天厝,住家用,見其他登記事項,1051219,282.08,5,2,6,有,無,16330000,57891,,0.0,0,,RPSNMLLJOHNFFAG08CA
三星鄉,土地,福和段1441~1470地號,3794.35,,特定農業區,農牧用地,1061108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3231500,852,,0.0,0,,RPSRMLKMNHNFFAG58CA
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮培英路61巷1~30號,53.33,住,,,1070512,土地1建物2車位0,二層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0661210,101.47,3,2,2,有,無,5450000,53710,,0.0,0,,RPPNMLLMNHNFFAG97CA
礁溪鄉,房地(土地+建物)+車位,宜蘭縣礁溪鄉大忠路211~240號,10.52,住,,,1070506,土地1建物1車位1,八層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0950921,66.94,1,1,1,有,有,5350000,79922,坡道平面,0.0,0,,RPPPMLOLNHNFFBG48CA
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市宜中路151~180號,107.0,住,,,1070511,土地1建物1車位0,全,五層,透天厝,住商用,鋼筋混凝土造,0910823,373.57,4,4,4,有,無,35000000,93691,,0.0,0,,RPVNMLOLNHNFFBG88CA
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉德陽街1~30號,10.39,住,,,1070502,土地1建物1車位0,三層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850108,41.67,1,0,1,有,有,2130000,51116,,0.0,0,,RPROMLOLNHNFFBG58CA
三星鄉,房地(土地+建物),宜蘭縣三星鄉清洲一路30巷1~30號,107.31,,特定農業區,甲種建築用地,1060503,土地3建物1車位0,全,三層,透天厝,住家用,見其他登記事項,1070207,192.87,4,2,4,有,無,8950000,46404,,0.0,0,,RPQNMLKLOHNFFAG97CA
